Rating,Comment
1,
5,It's too good and quality is superb 😊 thank you Amazon
5,Very nice product by Amazon. Impressive. Must buy.
5,Just amazing and pretty useful
5,Best smart speaker. I and my family are really enjoying a lot with Alexa. Thanks Amazon.
4,Work wonderful.
2,"most of the time alexa failed toplay bengali rabindra sangeet, Indian classical music"
5,"alexa itergration,voice recognition and sound quality is very good 👍......also looks pretty"
5,Overall a nice experience. To promote the device amazon prime membership should be given free once for a year so that the usefulness of the device can be known
5,"After a long research I chose to buy Eco dot during Amazon Prime Day sale.Good sound quality, voice recognition. My daughter is enjoying all the skills for kids."
2,There is no point of buying a gadget if it has bo battery backup...ALEXA YOU ARE POOR
5,All the answers have not been found through this device
5,बहुत सुंदर आवाज बेस जबरदस्त
4,"Sound reception quality needs to improve. Often you need to repeat commands for Alexa to hear,  if you are little far from device. Rest it's a great addition."
1,"Very bad sound quality, not adequate bass . Sound clarity is poor."
5,Awesome product ...
5,Superb.
3,Microphone should be work with bluetooth connectivity
5,It is awesome instrument to have in house. Alexa is friend to my 7 year old son.
4,Nice product...
5,Best speaker everLoved it😘👍👍👍👍
5,Voice recognition is most highlighted feature of Echo.It catches perfect phrases and get exactly what you want.
5,"Alexa helpful product switch off power, search on voice anything ,play music"
4,Sound quality is normal / very basic and response is good compared with mi google voice assistant
5,Every thing is good in this productI bought a alexa and a wipro smart bulbBoth are working fine
5,"Superb quality ...u can access it from order room also...only sad part was Amazon packing, it came in normal polythene...no Amazon brown box.."
5,EXCELLENT
5,Bought this at 1999/- ...Awesome product.
5,Every feature is excellent. Voice quality and speaker quality is also very good. The only missing thing is Tamil language.
4,good aux cable should add in package
3,"Echo dot 3 is an good product ,better sound quality and good in voice recognition . But I had an litte fault on that product . Which is restarting the device automatically 😓"
1,"Once alexa starts some song or anything she doesnt listen, I have to physically press the buttons to make her stop. Trying to get the product exchanged"
5,Good product
4,NICE ONE
5,This is Best App
5,I try first time this type of gadgets but it is more intelligent and useful device.
5,Best product
4,"Nice product ,clear voice nd sound quality ,alexa integration is too good,best for single room,satishfy awesome productBut box  damaged whn it dellivered to me"
3,Works decently well... not very happy as does not connect with laptop/ phone using AUX
5,"Super,"
3,I liked all except not being portable or at least extended service of portability.(add on)
4,Vol not good at full
4,In love with it.. but I'm having frequent trouble with connecting it to the internet...
1,I don't like at all. Only work on Wi-Fi
5,Alexa is one of the best product or Amazon.You can try it.I feel utmost satisfiction of this product.
4,Only drawback is that it did not get enought bass i am little disappiointed in that
1,It was great for first few month. Now voice of the speaker is very bad.it irretates
2,"Voice recognition not good,some times not responding and loud voice also not recognise"
5,Cool device. With excellent sound quality
2,"Very Late Response aur bologe kuch sunegi kuch 2,3baar ek song ko lag jata h bajane me"
5,"No word, Alexa is always Genius."
5,Nice sound qualityNice bass too
5,Very nice product 👍I am very happy
5,Go for Alexa if you want a human ai voice and if you want to experience Amazon music.
1,The show wise is all good but it may have been setup from all day but it has not been setup
1,Facing some problem in Alexa Device and surprisingly unable to connect or contact  with any service Center to check the problem .
5,Nothing to say... Simply superb
2,"Had a complaint about low volume, still facing the same with new device."
4,It was wonderful device that I have got. Thanks Amazon
5,Very good voice recognition and very good sound quality
5,This product is very useful for education and entertainment it realise us that someone is with you. Nice product  Rating : ⭐⭐⭐⭐⭐
1,Used  product recieved and their are scratches on all over Alexa and the charger as well
4,Better AI Than Google Home
1,worst thing I ever bought from amazon...very poor software.. wastage of time and money
3,"Alexa is good but it's not working in Hindi language ,but I think dat it is not the latest version of Alexa which include HINDI language .so kindly help me out of this ......Kindly exchange it , if possible ."
4,
4,my mom loves it
5,Received with good package. Working fine. But voice recognition is not working perfectly. Other things OK
5,Very good
1,Product not connected and very energy consuming
3,Almost good..but I can’t connect my IPhone hotspot with alexa...why??Solution pleaseThank you AmazonIts  apps shows 2nd generation why??
1,Exsept sound quality all are waste and please don't buy and people having Wi-Fi router can buy this.Its waste of cost.
2,Not fit for South Indians. U will be have only few songs selection that too only from latest collections.
5,The whole family is very happy to use it easily in Hindi and English both languages
5,"Best gift I could get my mom, she loves it. Great product, supet efficient"
5,Best ever amazon product. Got a WiFi bulb for free with this product.
5,Gift
5,This help my grandpa recollect his old memories and have some chat
5,I like the product
5,Overall good device.
4,We can on the lights incase we directly can't...And Alexa can play songs just per the comment.
4,Very good
1,Defective product
2,Very poor quality
5,It replies instantly build quality is good everything is good
1,"Not even a month, just two weeks and it's not working, not even powering up. It doesn't have some music tracks as well."
4,"I purchase for 21 days lockdown period ,worth,very happy"
5,
1,It is too bad cannot connect to Internet always boring product I waana send back it to u
5,During listen songs alexa not listen my voice. And many times i says some command but alexa responce differ answers
5,
3,Its speaker is decent but the quality of woofer is not good at all its been 6 months from my purchase date and the sound’s expulsions are seriously an issue to be solved.
5,All perameter is ok
3,Very well
5,Voice recognition is good but in full volume sometime it gives problem otherwise very good and worth purchase
3,All is well but product was not checked before delivery. I have purchased 2 piece both are defective being not charged n not working without electricity.
2,Not of much use just for timepass
5,Good
1,"Hi, I bought Alexa few days back. It is not responding to our voices much. not a good experience."
4,It needs refinement but a good entertainer
4,"Amazing. My mom fell in love with this.But could be improved. More music services could be added like youtube music, spotify, etc."
5,Wonderful product I thought that the sound will not be that high but the sound is beyond my thinking
4,Good sound quality and recognition... App is little slow rest is fine ...Kids are enjoying it
5,Good quality product.
5,Superb sound Quality and best online music companion
5,Nice one and easy to use also sound is good for single room use
1,Dont understand what you say!Play music acc to her... Seriously waste of money
4,Great product worth for the money and sound quality is better.
1,I have made a purchase on 4000 and very next day price was reduced to 3000 ??? I have sffered a loss of 1k ..there are no options to return ....bad choice
5,Value for money. My parents are just loving it. They are so amazed and it has became there friend
1,Batary was not charging. Felt that they had given used Product. Not new.
5,"very useful product, must be there in home as a part of advanced technology."
5,Amazing....but little bit discrepancies i.e. sound is not sharp clear and difficult to pair with sony bravia smart tv..
5,"Nothing to say, it's all perfect"
1,Alexa stopped working within one month. And i can replace it as there is no were to call.
5,No doubt it's best.
1,Couldn't able to connect it through voice recognition and having lots of difficult in using it
4,A very nice product and offers a bundle of features. The sound quality is good and the overall product is best.
5,I liked it
5,Thanks Amazon for providing at such a discounted price.
5,It's a lot better than the buggy 4th gen alexa...
5,Excellent amazing awesome nice wonderful
5,Ausome good of all😱😱😱😱😱😱😱😱😱✅✅✅✅✅✅✅✅✅🤗🤗🤗🤗
1,I brought this eco device which was not working. Return the same 2month ago but still not received my refund.
5,The look..the sound..It is simply Sexy product
5,Alexa is amazing. I just say alexa..and there you go! Made my life easier a lot.
3,3 star as sound is not loud enough
4,There should be inbuilt chargeable battery
5,Value for money
5,Long way to go. It pics music only from Amazon music
5,"The best Smart Speaker👌It has Good Sound and Decent Bass, Alexa Rocks✌️"
5,Superb
5,I bought this for my daughter and she loves it.
5,Good product. Not able to connect with wipro bulb
2,"Does not connect to my smart TV and Bose 300 after multiple attempts (I have given up on it now). Does not play anything outside Amazon apps (Eg. YouTube, etc). Poor voice recognition quality"
1,खराब साउंड
5,"Alexa voice recognition quality is good and sound quality is very good,, excellent product by Amazon."
5,"Very good voice quality, seamless music  play"
5,Perfect sound and clear mic and speaker operations
3,Not bad
4,Sound is not that good but alright.Also do not have all the answers correct. Acc. To the price product is average
1,Having lot of issue to connect with WiFi and now it's stops to connect with wifi
5,good
1,Alexa is bad
4,Overall it's okk ... good ... brought in prime days @2.3k......
5,Alexa is very good for listening news and music sound is also very good and it can Recive your sound from far also very good must buy things
5,Nice product. Very good performance. Using it since last three months.
3,It takes more time to catches internet.and some time it does not catch internet.Although internet  avability is good through jio.
5,Not bad actually amazing ☺️
2,Many times its irritating.  I am not using it much.  Only for music.  For other purpose its almost useless or irritating.  Long way to go.
4,It's good...really handy product...easy to set up...nice sound quality...
4,Nice product.
3,3/5 for sound quality
5,"Product is very good, being 1st time user myself and my family found it more useful n enjoying"
1,Sound clarity is bad and voice recognition is not good. Was not up-to the expectation.
3,"Only use as my music,"
4,"Good ,go for it ."
5,"Everything is quite good, only suggestion is need to have option to listen to local regional languages"
5,Bought the combo of fire tv stick +echo dot 3 rd gen + smart bulb for 3.8k. Bang for the buck.
5,good everything about the device is good
5,Mindblowing and only superb. Paisa wasool go for it... m loving it
5,Loved the product.. i feel that someone is there always for me.. I always saying alexa love u.
5,"Really nice , I was worried whether spotify would work or not but yeah,  it supports spotify!!"
1,It doesnt work as a bluetooth speaker.....ut only does what i say.....so for me it is incompatible.... As i wanted a blietooth speaker feature as well
5,Speaker sound quality is so good in this price range
5,nice product
1,I don't see how I can use this any different from my mobile phone
5,The bottom attracts more dust.It must had come with some amount of battery 🔋
5,Supper Awesome product by Amazon
4,Kammaal ki chiz hai... Baccho ke time pass ke liye accha hai...
5,"It's an amazing product, after some day use you simply start love Alexa."
5,I am using Echo Dot with Fire TV stick I got best product as always
5,"It is very good, its sound is great and you should keep a in a echo room so the sound will be extremeAnd it has a adaptor"
5,Absolutely better and louder than the 2nd gen love the bass and base while playing music
5,A friend to talk to when u r alone
4,Better
3,"I liked the quality of voice recognition but it's most of the time say ""I don't know"".... whenever I ask about something it says mujhe nhi pata.... searching engine is poor..."
5,Voice recognition is very good but not best compared to Siri or Google home.
4,nice product value of moneykid also enjoy it
5,Great buy. Must have product.
3,"It's not acting fast, not recognising the voice, not connecting to the internet quickly."
5,Alexa changed my life completely. Thankyou Alexa.
5,Good product..
5,Go for it.
4,"Voice recognition and Alexa integration is excellent the slight drawback will be audio quality, which you could not expect in speaker of this small size..."
3,Alexa didn't knw the Governor of Gujrat .. guys plz update .. i already update alexa software still .. Google is best in this
5,Loved with this
4,Sound quality awesomeSound definition awesomeConnect issue
3,Some songs are not available.
5,Working Perfectly With Smart Products Integrated Through Alexa App.
4,Good sound and build quality is too good.My experience is amazingSo thanks to Amazon
4,I like it Super voice quality👌👌👌👌👌thank you
5,It's great product.. Better than any only bluetooth speaker..
5,This very good product 👌👌👌👍👍👍👍👍👍👍
4,Best product
1,"This is a very bad device, always plays the wrong song on Spotify. Really messes my head"
4,Needs improvement
5,"everything is good infact sound is superb but it doesnot have any battery , so you cant travel with this."
5,Very good
4,Good quality product...
5,"Velue of money but one thing is missing amazon prime music , we have to subscribe prime for it"
5,Less general knowledge
3,Na
5,Nice product
2,"Recognition of requests is hard, you ask something to play it plays totally different items."
4,Good quality products
4,My kids liked using Alexa to play songs and asking question related to school subjects. It's been helpful.
5,Alexa I love u
5,Good 👍
1,Pathetic  it stopped working after 14 hours now id have to take it to service center  or call customer  care
4,"Everything is great but, voice recognition is little weak. But it's ok as I bought it for 2k"
5,"Excellent product, must buy it to fill real experience of new technology."
1,Fraud Products I Experience is very BadAlaxa Voice issue Connecting issue All Work is very Slow
5,It's easy to connect and easy to use It's having many facilities that I never expected and Worth of money
5,Mostly using to play songs!
3,Low in sound.. difficult to add devices
5,"Very good product, understands different utterances and good sound quality"
4,Very good sound quality. Voice recognition and follow up needs improvement.
5,👌👌
3,"First of all, it should have in-built battery. Connecting to internet and Bluetooth is bit slow, otherwise its fine."
5,
5,Worth buying.. good product.. loved it
5,Good & entertaining product
5,It’s a must try gadget and it is working awesome in recognising kids voice also.
5,"Nice Sound Quality,High Bass,Nice voice recognition,Sometimes Alexa not answers well satisfied"
1,This product is not working more than 15 minutes.it will turn off automatically after 15 minutes
4,"Thanks for Amazon for Alexa it's realy usefull to me good sound,"
1,First the alexa was working fine but now it get hang and having a lot of problem in conectivity
5,Overall very good product..I love the sound quality. But needs some improvements in alexa hindi coz sometimes she doesnt recognise what we are saying....
4,Worth getting for room automation
4,All are fine but need to improve skills
3,"According to me, I have to work on the software and there is no Google Spot in it, because of this I do not consider perfect. The sound is very good"
5,Love it
4,Alexa takes so much time and trys to connect with wifi and Bluetooth or any other device
5,Very friendly product
3,Voice recognition and sound quality is good but integration is hard and most of devices to integrate have to struggle. I didn't found much useful in day to day life.
5,I like everything in alexa😁
5,Smart
5,"Dont waste ur time,,,just go for it"
5,"As a home assistant it’s one of the best in market , I use it everyday, you can use it as a speaker for your device as well ..Love this product.."
1,"Rubbish, highly disappointed"
1,"बकवास है जब से आया रखा है, क्योंकि हमको चलाना नहीं आता उसे !"
3,"Doesn't have answers to many questions cannot web search many thingsJust says ""sorry I don't know that"""
5,It's an awesome one.. now it become family member... It is really helpful for kids and I love it
4,Need to improve voice recognition. Sound quality is very good. Overall the product is worth. Thanks Amazon.
3,Fast 10 days worked well. Now it has stopped played songs.
5,"This was a great product to experience, thank you Amazon"
4,Alexa Don't Understand Indian  regional Languages.
5,I think echo dot 3 is the best smart speaker for my daily usage and browsing
4,"It's too good product, kids are much happy with this. Enjoying with songs. & learning also. Expecting English knowledge will also improve."
3,There is no that much of Tamil related thing
5,"I love this Product.Nice One,Worth for Money,I have used more than one month and it's working fine.."
5,It is a very useful product. One should have it to experience the change.
4,AI system needs improvement. Poor performance when it comes to song selection especially with old hindi classic songs.
5,"I already have one,and ordered another because it was on deal,really great product"
5,So impressed with the Device. I was having trouble to connecting it with the same phone mobile data.  But now I'm just enjoying it. And alexa can do so much..
4,required improvement in voice integration
5,Nice product
3,good speaker but sound is Low and also hindi Language is not recognisabl
5,Some issue to hear instructions
5,Good one
5,Superb sound quality
5,Thanks to Amazon for the product. Every body enjoying this product in my family....
5,Sound quality is very good but sometime it didn't understand what i am asking need to improve this
5,Alexa is good quailty
4,It's ok it's very difficult 😥 to find gazal n other old 90's songs
2,Good enough
4,It best but Google home I better
2,It’s not upto expectation. Stops playing music in between even though network is good
5,All good
4,"In built battery backup can be a added advantage, which is not available right now."
5,Superb
5,Very happy to buy this product. It is very useful to entertain the kids.. 👍
5,Super Glad with this purchase. And this is the testimony from all my family members!Highly recommended!
5,I ordered it for my wife as gift. Everyone in my family liked it so much. Worth for money.
5,Really good built guality must buyFull worth of money👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻🏅🏅🏅🏅🏅🏅🏅🏅🏅
5,It's a very intelligent product
5,I like it
5,This is aa very good product and I can say you all buy this amazing thing I love you amazon
4,Base is very bad. Its like tapping on a wooden table .. rest everything is fine
5,"good voice and easy for old people. just say Alexa music, then music will flow."
4,I am happy with this amazing speaker..loved itGo for it
4,Nice product
5,Amazing
5,Nice product as expected
5,You can invest in it it's good 😉
5,Dhinchakkk superve fabulous amazing qualityAnd it's clothe covering it's look like premium quality and it's ring light so cool and peace
5,"Good sound and good quality, I m happy.Go for it"
5,Alexa good sound quality and good function and good boys and good material user thank you Amazon and thank you
5,Works as expected
1,Not connecting with phone
4,Food
1,Horrible. Doesnt turn on after plugging in
4,"Everything is perfect in alexa sound quality is awesome,only current disadvantage is that it doesnot supporting gaana app or saavn app."
3,I would liked it more if it was made in India even willing to pay more 500 rs extra if it was made in India don't like made in china
1,Pathetic voice recognition & made me frustrated in few hours only post delivery
5,Fantastic product.... really good
2,It needs to be connected and also needs a WiFi connection. This is literally a disappointed product. Many times not connecting Bluetooth also.
5,Sound system was awesome but no battery backup in the speaker it need  Continuous power supply.. When power got off it will automatically switched off...
5,Everything works
5,Alexa is working properly
2,Always there is a connectivity issue customer care people are not able to help out on this
2,It's play only on internet.if you are in law network area then it's doesn't work fine.its can't play jio savan music at all time.
5,I like the most of this speaker i can manage my almost works through this
5,Worth for money
3,It stopped working and they are not accepting the replace of the product even though it is in warrenty.
5,bejos ki paidayish plays well
4,Sound quality is excellent and voice recognition is also good according to price.
1,It's useless she doesn't understand anything
5,Awesome device but needs some improvement
5,I use this product for voice recognition & for listening songs with best sound quality..
5,Alexa is really smart.
1,"I didn't like at all I am going to throw it in dustbin, while sitting up voice recognise profile"
5,Value for money 💰💰💲💲💲
5,It's really a good device for everything. Loved it
5,Great device. Easy to configure.
4,Build quality is great but when it comes to answering it's not as good as google
5,Nice product and very helpful for my work ...thank you
4,good to buy
5,Best with the best price
5,Works very well and fast. It can be connected through Wi-Fi or Personal Hotspot it's sound quality is very good
2,It was not working most of the times
5,Excellent
5,Nice Product with lots information
5,"I simply love this product. Very innovative and useful. No more searching of songs, just ask Alexa😀👍"
5,Ek number...mast hai...maza aa gaya... Aur main ye maza pure hindustan ko dena chahta hu...
5,Excellent product by Amazon
5,I gifted to my family and they loved it. If you explore it certainly have really good features. Sound quality is good as well i mean good for single room.
4,"Echo dot is a good option for listening to good quality music , it has good speakers very good sound quality!"
5,Wonderful product.
5,Alexa and Eco are worth anyone's buy. Try it to experience Life.
1,App is not available in play store. How to use in qatar. U said use in qatar but how
4,"The sound quality is exquisite. However, it reboots automatically and sometimes doesn’t connect. Otherwise it a great smart speaker!"
5,Really nice. Everyone should use the new innovations like this.
1,Very disappointed with quality of Alexa.  Most importantly it is getting hanged easily
5,
2,I thought it has internal battery without which it is not good for me
5,Very nice product. Just after use of few days now completely addicted to it.
4,Good product .. doesn’t recognise kids voice very well
5,Easy use and connect
5,"Wanted to buy a Bluetooth speaker, go for Amazon Echo dot. Worth purchase. Buy it in Amazon Great Indian sale. I buy Echo dot and Wipro Smart bulb both just in Rs2299."
5,Voice recognition is smart
5,Superb product Alexa.just wow.
5,Awesome sound carity & simple to use most liked by my childs ...
2,Need to improve understanding of this devise by upgrading programs
5,Simply outstanding
5,Excellent
5,Superb
5,It is a superb product. I loved it. It recognizes our voice from anywhere in the home. It is more advanced than echo Dot 2nd gen. It is excellent.
5,Prompt Delivery... and Very Good Product
1,"It won't understand what I tell, I will ask something it will understand something. bad"
5,Nice
5,nice product..enjoying with alexa
5,In this price great product
5,Suppabb...ful satisfied
5,Microphone should be more Powerful...
1,Very bad.. Damaged product received.. Now can't able to connect to customer service
5,EXCELLENT PRODUCT AND MUST BUY
5,Very good ...Best Alexa device ...
5,Alexa is Amazing...we love it .
4,Good Speaker in low price.
5,It is a marvel of technology.
5,Quick response
3,Voice clarity is not good.
5,Excellent product by Amazon. Amazing sound clarity and response to verbal commands. A must have for all fun loving guys who can get to hear by simply calling Alexa !
5,Came across couple of issues but not a major one to populate. However met my expectations
5,very good device 😊
4,Entertainer
1,This product required Amazon prime membership which cost is 999 Rs/ year. Its cheating to me. It was not mentioned anywhere at time of purchase.
5,I love it
5,All over good product.
5,Awesome experience. Hats off to Amazon.
4,Small device but very useful and handy. Easy to connect and use.
4,Voice recognition is little poorAnd sound quality is good..
5,Alexa has good sound quality and has nice voice recognition.
5,Awesome product by amazon.
5,Good product
5,Nice product on this price sound quality very Crestal and clear
5,Nice sound quality.thanks to Amazon for quick delivery.voice recognition is not good.
5,It's amazing to performance
5,"Very interesting and useful product from Amazon.With data prices plummeting, usage will sharply increase and also sales."
5,Great Smart Speaker Must Buy very compact and handy.
4,Compare to Google home mini only sound good
5,I am really very happy with Alexa its really very friendly and helpful and a good time pass 😃👍🏻
5,It is very helpful it gives all answers and sound quality is very nice ⭐⭐⭐⭐⭐  buy it price is also very less. Nice product.
5,Super product. Best virtual assistant👍👍.  The sound quality is wonderful. I ask my doubts to alexa.👍
2,Sound and all good when new but suddenly stopped in 2months and there is no way to contact to seller for repairing as warranty is for 1year
1,Defective and first time I'm disappointed with Amazon
5,Very good product... Quality is the best. It does understand almost all your commands. Value for money.
3,Calling facility needa to be improved.
1,"Do not buy this product, very bad user experience, not connecting with my wifi"
5,I've got wipro bulb replaced but other colours still are not working.
4,Easley connect with bulb hometheater n sound quality owesome
4,Good speaker..But doesn't catch sound properly even when we r close to it...
5,Sound quality bass is low only one thing or another thing are ok
5,Nice creative and intelligent device
5,Op
4,"Truly smart, slight lag in processing commands"
5,"It's really to good . My children like very much , me and wife also like Alexa ."
3,"Sync problem, no guidance"
5,Alexa is just like a pet. Very sensitive.i am loving it
5,It’s great!
1,"The device was not detecting a Wi-Fi hot-spot or Bluetooth,.... It's very funny but true n the device was not working properly"
5,I like Product
4,Alexa is good for room and it can pair others speakers for party. We can play with it..
5,Excellence  Iproduct it controls  all my device from tube lights to washing machine all my devices it is useful product and buy at the dasara times the rate low down
5,Its seriously amazing. I don't know why people leave a bad review. I just love this product. I am so happy.  It's far better than Google home.
3,Everything is nice but it doesn't helps me in connecting YouTube so i am not able to get recipies of indian food they are very limited..
4,It is worth the money but its functions are very hard to understand plz make them easy.
5,good
5,No battery backup.  Provide external battery backup so that we can carry echo dot wherever we go...
5,Good
5,"It's good product for household use, educational for kids, functional for adults.😍😍"
1,No inbuilt battery
1,
5,लाइक
5,Good. Could not explore full functionality due to restrictions.
5,It's good product for purchase.Iam so happy to this product.My son's like to get the product.
5,"Not satisfied with resulted queries. Poor output, quality of sound is awesome"
5,It was really nice and voice clarity was superb.... Thank u Amazon for giving me this product for 2k .... Love u Amazon prime offer.....
1,Very bad... Not good
4,Good one
4,Product is so friendly... we will get to know the updates... I bought it during great Indian festival.. that price is too low👍👍👍
5,"I liked audio quality,response time,connecting range,stunning design but dis-advantage is skills and custom made integration music like some other app.need kids oriented skill."
5,Great Sound with great BaatChit with Alexa…😁
3,It works only by Current not by Battery. It also has poor Bluetooth Discovery
4,Alexa does not know everything....as i said information about topic as corona....it said sorry i don't know this......just link Alexa with Google or youtube.
5,"Voice recognition is superb, very nice sound quality. Simply amazing device. Love it."
2,Doesn't connect easily with the smart build which comes with it.Bulb becomes non responsive within few Hour.
4,good
5,This product is really good but after switching off it should connect directly but it's doesn't work and sound and audio quality la very good but connecting isain defect in this bot product is ok
4,All over device is cool n cute🥰🥰  But ye wireless hoti to aur bhi convinient hota
5,Very excellent product eorth to buy in offers
5,Cool and very useful
5,awesome device loved it. It said tusk na jao when I said bye Alexa!
5,Happy with the product
3,Cant ahle to recognize voice and alexa is not able to understand voice but sound quality is good
1,"Dot keeps having connectivity issue, every week in need to reset this. Horrible."
5,excellent product
5,My first smart speaker.
4,Too good
5,Same as describes
2,I couldn't find it very much useful
5,Good Product..
5,Sound quality is really really awesome.Clear sound quality.Totally 'paisa vasool' product.Thank to amazon.
5,poli macha vere level item
4,"For songs, news bhajans etc."
5,Working properly
2,not upto mark
5,Seems this is best ever gift to my 4 year old nephew. Alexa has become her best friend and he can Drop-in to my device and talk to me anytime! He is loving it!
5,The audio quality is good enough and much fun to interact with it
1,sounds is very low
5,You can't go wrong with a good product from Amazon.
4,It’s very good productBut when sound play on Maximum volume alexa didn’t hear anythingWe need to go closer
5,My best friend ❤️ alexa
3,Smart bulb is missing from pakage
1,After Hadly using it for 1month . Speaker gave up.Now I can even return and replace.
2,Voice recognition is good. Very less sound in comparison to other bluetooth speaker.
5,Great
4,Nice
5,"High quality  sound.  But connection is  not so fast, it's not because of  data connection. Often  used to say I'm  having  trouble  in connecting."
4,Worth to buy...good packing
5,VERY GOOD FOR KIDS AND OLD AGE PEOPLE & AND ALSO FOR HOMEMAKERS. GET ALL INFO IN ONE SECOND. JUST ASK ALEXA AND ENJOY .
5,Best  Quality
5,
1,don't want alexa this doesn't work my waste of Money
5,"Nice product and it is also working very well , nice voice of alexa"
5,Price is too high similar product available in very low price
5,Me & my family likes it
1,Don't like this echo dot
5,Awesome product buy itIf you you are finding a good blurtooth speaker with voice controler then only buy this product
5,"integration is good, but sound quality could have been little better"
5,It's soo good and it helps us go and buy it and also good from Google assistant and it has all the songs but if they add bengali songs or regional songs so no one can match with alexa
5,"Amazing product, got this one in 1999 with smart bulb."
5,I am in love with this device !! Will buy for every room !!
1,Not useful as I thought it was more useful
1,Its not working properly
4,Love this device..
5,Sound quality it supper
5,Superb product
2,Does not play radio channels.. Does not understand skills.. Useless and dumb
5,Amazing feeling! 1st day of use will review again after few days
5,The best product i got from amazon. I just live echo dot. Its really worth. I got offer and smart bulp also. Love you amazon.
4,Needs more skills and integrationsNeeds more smartness
5,Ok
4,As per program this product was to be given free with 43inch one plus TV but i have been charged you are requested to return the same
4,It was a good to order it and we can enjoy to having it and use it
3,Sound quality is very good. Voice recognition needs to be improved a bit
1,Not working properly
5,Excellent home entertaining device.. . Have lots of features with smart bulb. I got it in Amazon big festival sale at rs 1999 with wipro wifi enabled smart bulb
4,"I have to speak loud to listen to alexa, it didn't listen when I speak slow, also it didn't listen properly when a song is in full volume in alexa"
5,Very very nice not needed any review go and purchase nice domestic product.
3,"It does not have portable use, have to plug it to power source to use it, could be better if there was battery inbuilt."
5,Nice product listens to calls nicely. Better than my gf :)
5,All good
5,Very good
4,It should have an in-build battery also...otherwise awesome product!
5,"Good for kids, works well"
5,Alexa become one of our family members now.. Really fun and interactive. Go for it blindly...
1,Amazon thinks customers are fools.No proper customer service.
5,Very good
5,As expected
1,It's not for normal user
3,Little slow
5,Never imagined about the usefulness of product in day to day life at reasonable price
5,The product is good and with alexa it becomes even greater
1,Amazon prime membership not given which was suggested at the time of order
4,"Sound quality is better than what you expect.integration is very smooth.there are some things to be finetuned regarding setting schedules and reminders,it's reminding in first person"
5,"For just 2k, cant ask more 😊. Great choise to get rid of boring moments"
5,Best in class.. Go for it
5,Alexa is very good and entertaining and voice recognition is awesome totally worth for money
5,I like this alexa  tooo good don't think just buy amazing product love it .❤💕💖💗
1,Sound was not good
2,Useless product. Not getting command propey.
4,It's nice product but sometimes it does not recognise our voice
5,Works perfectly
3,"Can't play YouTube.That is biggest flaw.Otherwise,OK product."
5,Good gadget for smart home. if you have many smart devices it will be good for you
4,YouTube music should be there
3,Very good product..must buy for smart homes experience... thank
5,Good
5,Very good
5,"purchased eco dot and realy feel proud very good product Sound is very good , look solid,  good voice recognition and value for money"
5,Like a new member in my family.
3,Microphone is not up to the mark . Decide can recognize the voice if the volume is on higher side . need to speak loud infront of mic if the volume is on higher side.
4,Very good product . Just need to add some marathi popular news channel like Abp maza .
5,"One sentence tourtue when she say I don't know about this,quite many times,despite network is there.."
1,It doesn't work with public network. So not for hostel students use
2,It didn't support Hindi language and I have purchased it only the reason as they mentioned Alexa also supports Hindi language.Now this product didn't useful to me.
5,Excellent
5,Alk of three Voice recognition alexa integration and sound quality areexcellent
5,good experiance.
5,"Very nice product , but only one negative point is there it works with wires . It shiuld be wireless"
5,It was incredible product and sound quality is faboulous and base quality is vest. Alexa is my favourite product at that time.
5,Outstanding product. Perfect for home use.
5,Great productGreat sound quality
3,Nice
5,If you’re lonely and bored by Alexa its perfect👏🏻
5,Need to add fm and you tube connectivity
5,నైస్
4,Alexa integration would have been with more than one device. Same with bluetooth.
3,"Sometimes, Alexa did not respond when volume is high. Alexa did not understand the songs to be played while straming."
5,Love this experience
1,"Getting error "" Sorry I am having trouble understanding right now"" after switch on off and wifi modem and router getting same thing"
5,It is best
5,Better but some improvements needed in it
4,Worth to buy
5,Sound quality is awesome works fine must buy
5,Good service
5,Alexa is learning day by day behaves like growing baby
5,I loved it wish the volume cud go higer than 10
5,"Alexa is really a great product by amazon, it is best system to automate your home ."
4,It's fine. But integration could still be made easier.
4,Liking this product's sound. Quality wise so good .it is so cute🥰🥰. Packaging is so poor that it is packaged in a paper bag .
5,Voice or sound quality is good.....
5,Happy with the purchase. Amazing sound quality.
5,na
5,Just a toy
5,Working well. Good useful fun product
4,Increase Hindi language further. And all is well
2,I bought this with some expectation of sound quality but was disappointed to hear the sound .
5,I love Alexa because it feels emotions
2,It doesn't connect automatically to the same wifi hotspot !! I need to setup everytime i use Alexa n iys very irritating to do so !!
5,No
3,No time display facility
5,"Sound quality was awesome, ya it works good"
5,Superb
5,It is an awesome smart speaker
5,Good product
4,"Nice product. Takes time to get attached with internet. Volume is really nice. Overall, it's a nice product."
5,Amazinng
4,Good one but could be better.
5,"Seriously a good device by Amazon, sound and bass quality of this is superb. I love the way when they respond all Alexa related query. Good speaker in low price."
4,Just Love It...
5,Amazing features all round performance. Some good stuffs can only he brought by Amazon.
5,I love everything
5,My second echo device. Much better than earlier generations.Amazing.
4,I like it.Helpful products
5,Best buy! Alexa is the best!
5,good
4,Alexa doesnt respond correctly always...Also would love to see YouTube available
5,Listen to songs and talks of intellect available with that of AMAZON bhandar.
5,Good n nice
